Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Chandigarh,324.37,44,Medium,07-10-2019,8,Buttermilk,Mother Dairy,436.44,63.59,27753.2196,11,Refrigerated,10-09-2019,21-09-2019,136,60.89,8281.04,Delhi,Online,300,21.1,100.88
Rajasthan,39.15,55,Small,12-07-2020,3,Cheese,Amul,571.47,35.8,20458.626,90,Frozen,13-05-2020,11-08-2020,472,32.51,15344.72,Chandigarh,Wholesale,99,74.19,78.03
Rajasthan,248.66,33,Small,05-10-2020,8,Buttermilk,Amul,567.24,66.92,37959.7008,12,Refrigerated,29-09-2020,11-10-2020,419,69.4,29078.6,Uttar Pradesh,Online,148,44.96,110.11
Karnataka,935.57,27,Medium,15-07-2021,10,Ghee,Amul,480.67,12.85,6176.6095,71,Ambient,07-06-2021,17-08-2021,34,9.83,334.22,Telangana,Wholesale,446,33.13,58.58
Gujarat,995.72,71,Large,11-05-2022,8,Buttermilk,Raj,189.91,10.79,2049.1289,10,Refrigerated,28-03-2022,07-04-2022,137,14.72,2016.64,Uttar Pradesh,Wholesale,52,51.49,78.82
Delhi,542.36,50,Medium,15-11-2021,8,Buttermilk,Raj,95.95,64.62,6200.289,11,Refrigerated,06-10-2021,17-10-2021,65,61.84,4019.6,Delhi,Retail,30,18.56,106.25
Delhi,615.7,53,Medium,20-04-2020,6,Curd,Amul,609.16,66.03,40222.8348,6,Refrigerated,24-02-2020,01-03-2020,55,67.54,3714.7,West Bengal,Wholesale,554,56.1,105.87
Jharkhand,673.9,95,Large,12-06-2019,10,Ghee,Sudha,327.49,91.05,29817.9645,71,Ambient,16-05-2019,26-07-2019,226,86.66,19585.16,Delhi,Online,101,96.27,153.59
Rajasthan,508.45,81,Large,19-05-2019,3,Cheese,Britannia Industries,70.39,22.42,1578.1438,78,Refrigerated,25-04-2019,12-07-2019,31,20.03,620.93,Telangana,Wholesale,39,12.16,30.18
Maharashtra,506.63,75,Medium,13-05-2022,6,Curd,Amul,311.13,19.82,6166.5966,5,Refrigerated,21-03-2022,26-03-2022,165,16.4,2706,Jharkhand,Online,146,93.09,47.02
Rajasthan,119.29,82,Large,03-06-2020,8,Buttermilk,Raj,302.45,33.11,10014.1195,8,Refrigerated,20-04-2020,28-04-2020,1,34.73,34.73,Maharashtra,Online,301,49.97,87.76
West Bengal,402.57,40,Small,25-02-2019,7,Lassi,Raj,426.62,24.45,10430.859,18,Refrigerated,24-02-2019,14-03-2019,93,21.33,1983.69,Delhi,Retail,333,29.28,169.91
Tamil Nadu,211.81,25,Large,25-06-2020,7,Lassi,Raj,374.91,87.44,32782.1304,12,Refrigerated,13-06-2020,25-06-2020,260,86.55,22503,Delhi,Online,114,14.48,50.4
Karnataka,769.55,84,Small,03-01-2021,8,Buttermilk,Mother Dairy,773.21,16.48,12742.5008,9,Refrigerated,02-12-2020,11-12-2020,475,14.64,6954,Tamil Nadu,Wholesale,298,29.75,144.75
Gujarat,794.16,48,Large,08-08-2022,7,Lassi,Raj,668.2,12.17,8131.994,14,Refrigerated,02-08-2022,16-08-2022,315,13.36,4208.4,Delhi,Wholesale,353,54,83.47
Chandigarh,104.92,16,Medium,04-02-2022,4,Yogurt,Amul,648.88,30.66,19894.6608,25,Refrigerated,19-01-2022,13-02-2022,105,29.04,3049.2,Karnataka,Online,543,30.25,38.16
Madhya Pradesh,120.37,41,Small,16-12-2020,3,Cheese,Dynamix Dairies,491.23,93.1,45733.513,56,Frozen,15-11-2020,10-01-2021,448,91.7,41081.6,Jharkhand,Online,43,88,174.95
Chandigarh,925.87,72,Medium,15-10-2019,3,Cheese,Britannia Industries,708.68,55.33,39211.2644,39,Frozen,27-09-2019,05-11-2019,417,53.27,22213.59,Maharashtra,Retail,291,42.55,21.23
Chandigarh,49.58,86,Medium,08-03-2020,8,Buttermilk,Raj,408.88,81.25,33221.5,10,Refrigerated,06-03-2020,16-03-2020,406,81.29,33003.74,Delhi,Online,2,49.88,80.97
Delhi,870.74,18,Small,22-04-2021,1,Milk,Mother Dairy,896.14,23.83,21355.0162,1,Polythene Packet,13-03-2021,14-03-2021,740,22.92,16960.8,Haryana,Retail,156,14.76,130.28
Chandigarh,900.32,72,Small,17-09-2020,2,Butter,Amul,621.41,13.44,8351.7504,27,Refrigerated,03-09-2020,30-09-2020,35,16.69,584.15,Uttar Pradesh,Online,586,18.12,126.43
Madhya Pradesh,117.06,30,Small,23-02-2020,4,Yogurt,Palle2patnam,970.44,23.06,22378.3464,24,Refrigerated,06-02-2020,01-03-2020,920,26.54,24416.8,West Bengal,Retail,50,27.76,151.6
Chandigarh,482.05,25,Small,02-05-2019,6,Curd,Amul,361.34,67.73,24473.5582,6,Refrigerated,04-04-2019,10-04-2019,346,70.03,24230.38,Maharashtra,Online,15,96.91,90.58
Gujarat,656.58,56,Medium,22-12-2022,6,Curd,Raj,497.55,48.35,24056.5425,5,Refrigerated,08-12-2022,13-12-2022,199,51.01,10150.99,West Bengal,Online,298,80.19,51.55
Madhya Pradesh,251.66,50,Small,26-07-2019,3,Cheese,Dynamix Dairies,868.05,88.24,76596.732,87,Refrigerated,14-07-2019,09-10-2019,400,92.51,37004,Bihar,Online,468,55.02,29.69
West Bengal,617.52,20,Medium,04-09-2022,6,Curd,Sudha,364.28,17.82,6491.4696,5,Refrigerated,07-08-2022,12-08-2022,166,16.41,2724.06,West Bengal,Retail,198,88.73,132.99
Tamil Nadu,184.36,58,Medium,01-02-2022,6,Curd,Raj,751.83,46.34,34839.8022,6,Refrigerated,05-12-2021,11-12-2021,235,50.28,11815.8,Chandigarh,Retail,516,77.77,46.26
West Bengal,920.31,18,Large,24-01-2021,3,Cheese,Britannia Industries,46.05,81.56,3755.838,56,Frozen,06-01-2021,03-03-2021,31,83.55,2590.05,Tamil Nadu,Online,15,12.93,194.5
Delhi,889.32,96,Medium,11-03-2022,6,Curd,Raj,837.94,37.18,31154.6092,5,Refrigerated,01-03-2022,06-03-2022,74,40.56,3001.44,Tamil Nadu,Retail,763,82.48,141.07
Chandigarh,894.74,69,Medium,25-03-2020,9,Paneer,Sudha,88.05,89.26,7859.343,13,Refrigerated,24-02-2020,08-03-2020,10,85.04,850.4,Madhya Pradesh,Retail,78,90.43,156.64
Delhi,260.14,23,Small,22-08-2020,2,Butter,Mother Dairy,701.2,52.98,37149.576,36,Frozen,14-07-2020,19-08-2020,533,56.56,30146.48,Delhi,Online,168,57.55,56.69
Uttar Pradesh,347.34,46,Medium,16-03-2019,2,Butter,Amul,358.35,94.46,33849.741,36,Frozen,23-02-2019,31-03-2019,248,93.45,23175.6,Jharkhand,Wholesale,110,82.68,104.08
Kerala,845.49,12,Large,25-05-2022,4,Yogurt,Palle2patnam,73.97,66.25,4900.5125,25,Frozen,28-03-2022,22-04-2022,22,70.69,1555.18,Kerala,Wholesale,51,67.09,55.79
Delhi,585.22,63,Small,27-04-2020,1,Milk,Sudha,937.13,66,61850.58,1,Polythene Packet,24-04-2020,25-04-2020,858,69.52,59648.16,Gujarat,Wholesale,79,24.78,197.52
West Bengal,581.92,80,Large,16-09-2020,5,Ice Cream,Amul,998.55,68.07,67971.2985,26,Frozen,11-09-2020,07-10-2020,780,63.11,49225.8,Kerala,Wholesale,218,43.92,51.47
Karnataka,976.17,25,Large,16-12-2019,1,Milk,Mother Dairy,550.05,72.04,39625.602,23,Tetra Pack,20-11-2019,13-12-2019,346,76.88,26600.48,West Bengal,Retail,204,82.92,121.39
Kerala,531.96,19,Large,28-02-2022,4,Yogurt,Amul,428.54,47.96,20552.7784,21,Frozen,24-02-2022,17-03-2022,204,47.05,9598.2,Delhi,Retail,224,57.99,199.37
Karnataka,371.74,89,Large,14-01-2020,8,Buttermilk,Sudha,247.9,74.97,18585.063,14,Refrigerated,14-12-2019,28-12-2019,165,72.45,11954.25,Haryana,Retail,82,12.96,53.5
Rajasthan,413.31,49,Large,19-01-2022,6,Curd,Mother Dairy,405.43,42.98,17425.3814,7,Refrigerated,17-12-2021,24-12-2021,57,44.69,2547.33,Uttar Pradesh,Online,348,25.42,90.16
Chandigarh,501.75,34,Small,20-01-2022,5,Ice Cream,Palle2patnam,128.27,64.7,8299.069,23,Frozen,04-12-2021,27-12-2021,39,61.85,2412.15,Gujarat,Wholesale,89,96.53,140.41
Rajasthan,114.97,79,Medium,01-05-2021,5,Ice Cream,Dodla Dairy,8,13.29,106.32,26,Frozen,06-04-2021,02-05-2021,4,8.74,34.96,Karnataka,Retail,4,35.08,63.24
Chandigarh,763.45,39,Medium,16-07-2020,7,Lassi,Amul,673.84,10.83,7297.6872,15,Refrigerated,06-07-2020,21-07-2020,176,14.58,2566.08,Maharashtra,Online,497,77.19,63.16
Karnataka,394.24,99,Large,01-06-2021,1,Milk,Mother Dairy,951,94.14,89527.14,26,Tetra Pack,10-05-2021,05-06-2021,441,90.58,39945.78,Karnataka,Online,510,47.65,160.84
Telangana,542.49,42,Large,16-06-2022,5,Ice Cream,Amul,530.09,43.06,22825.6754,21,Frozen,12-06-2022,03-07-2022,216,38.43,8300.88,Haryana,Retail,314,27.29,125.17
Bihar,288.51,82,Large,19-03-2020,1,Milk,Amul,428.65,17.17,7359.9205,28,Tetra Pack,03-03-2020,31-03-2020,269,18.81,5059.89,Chandigarh,Wholesale,159,78.61,121.03
Jharkhand,231.47,59,Large,13-11-2022,5,Ice Cream,Amul,282.7,52.69,14895.463,27,Frozen,25-09-2022,22-10-2022,128,52.5,6720,Delhi,Wholesale,154,76.54,36.44
West Bengal,669.12,14,Medium,24-10-2022,10,Ghee,Sudha,825.83,28.56,23585.7048,134,Ambient,14-09-2022,26-01-2023,459,33.29,15280.11,Uttar Pradesh,Online,366,17.54,72.39
Delhi,229.56,63,Large,15-03-2021,9,Paneer,Raj,253.26,89.17,22583.1942,8,Refrigerated,23-02-2021,03-03-2021,16,86.94,1391.04,Gujarat,Online,237,56.31,36.51
Chandigarh,263.61,43,Large,13-10-2019,2,Butter,Warana,992.89,59.93,59503.8977,37,Refrigerated,29-08-2019,05-10-2019,569,60.59,34475.71,Tamil Nadu,Retail,423,99.2,103.26
Haryana,172.82,47,Medium,27-11-2022,2,Butter,Parag Milk Foods,296.93,84.34,25043.0762,26,Frozen,27-10-2022,22-11-2022,30,85.36,2560.8,Gujarat,Wholesale,266,78.75,155.75
Delhi,779.92,16,Large,08-05-2020,3,Cheese,Dynamix Dairies,901.4,71.63,64567.282,27,Frozen,26-03-2020,22-04-2020,135,69.38,9366.3,West Bengal,Online,766,73.15,148.37
Gujarat,233.97,43,Medium,20-08-2020,9,Paneer,Amul,823.61,54.75,45092.6475,10,Refrigerated,18-08-2020,28-08-2020,485,54.71,26534.35,Maharashtra,Wholesale,338,90.93,152.69
Kerala,463.5,55,Large,01-07-2021,2,Butter,Warana,793.06,35.92,28486.7152,40,Frozen,26-05-2021,05-07-2021,645,33.27,21459.15,Delhi,Wholesale,148,21.66,40.12
Telangana,139.4,84,Large,03-09-2021,10,Ghee,Amul,271.36,73.17,19855.4112,85,Ambient,27-07-2021,20-10-2021,73,72.61,5300.53,Rajasthan,Wholesale,198,28.13,45.83
Rajasthan,200.2,50,Small,13-12-2021,4,Yogurt,Dodla Dairy,525.59,21.85,11484.1415,21,Frozen,15-11-2021,06-12-2021,297,21.11,6269.67,Bihar,Wholesale,228,58.49,60.24
Haryana,656.86,14,Large,11-05-2021,5,Ice Cream,Amul,399,51.51,20552.49,23,Frozen,14-04-2021,07-05-2021,114,55.4,6315.6,Chandigarh,Wholesale,285,11.21,170.98
Telangana,747.9,82,Small,27-01-2021,6,Curd,Sudha,684.08,88.72,60691.5776,7,Refrigerated,08-01-2021,15-01-2021,683,85.8,58601.4,Kerala,Wholesale,1,80.45,60.92
Chandigarh,894.19,44,Large,15-03-2021,7,Lassi,Mother Dairy,687.22,26.68,18335.0296,17,Refrigerated,02-03-2021,19-03-2021,301,23.81,7166.81,Uttar Pradesh,Online,386,35.59,50.22
Telangana,936.25,64,Medium,11-10-2021,5,Ice Cream,Amul,372.51,10.28,3829.4028,28,Frozen,18-09-2021,16-10-2021,53,6.58,348.74,Kerala,Online,319,92.76,47.15
Maharashtra,457.3,38,Medium,09-01-2022,2,Butter,Warana,619.93,70.61,43773.2573,30,Refrigerated,01-12-2021,31-12-2021,513,72.89,37392.57,Rajasthan,Wholesale,106,90.58,132.44
Haryana,443.17,76,Small,14-03-2021,8,Buttermilk,Amul,111.84,68.89,7704.6576,10,Refrigerated,14-01-2021,24-01-2021,103,66.19,6817.57,Uttar Pradesh,Retail,8,59.46,168.18
Maharashtra,433.08,100,Small,08-03-2019,1,Milk,Raj,967.46,39.35,38069.551,29,Tetra Pack,17-02-2019,18-03-2019,574,41.34,23729.16,Chandigarh,Retail,393,50.6,103.15
Kerala,546.33,30,Medium,24-03-2022,3,Cheese,Passion Cheese,248.89,10.05,2501.3445,30,Refrigerated,30-01-2022,01-03-2022,188,11.9,2237.2,Chandigarh,Wholesale,60,68.03,45.88
Haryana,492.85,91,Large,06-01-2019,1,Milk,Sudha,502.03,18.86,9468.2858,2,Polythene Packet,18-11-2018,20-11-2018,41,20.1,824.1,Haryana,Retail,461,96.67,111.41
Telangana,897.54,83,Large,21-06-2022,7,Lassi,Mother Dairy,648.8,33.82,21942.416,17,Refrigerated,06-05-2022,23-05-2022,54,34.42,1858.68,Jharkhand,Retail,594,54.47,140.31
Gujarat,473.09,40,Large,20-09-2019,8,Buttermilk,Raj,610.9,86.68,52952.812,12,Refrigerated,23-07-2019,04-08-2019,591,82.17,48562.47,Gujarat,Wholesale,19,39.35,169.37
Rajasthan,487.1,71,Large,06-11-2019,9,Paneer,Mother Dairy,843.57,25.11,21182.0427,10,Refrigerated,13-10-2019,23-10-2019,495,26.73,13231.35,Tamil Nadu,Online,348,65.21,56.89
Jharkhand,504.12,62,Small,09-12-2019,6,Curd,Sudha,516.86,35.38,18286.5068,7,Refrigerated,28-11-2019,05-12-2019,77,32.24,2482.48,Chandigarh,Wholesale,439,90.75,71.91
Maharashtra,806.17,98,Large,10-08-2021,7,Lassi,Raj,981.38,11.76,11541.0288,12,Refrigerated,15-07-2021,27-07-2021,960,8.15,7824,Telangana,Wholesale,21,97.15,107.74
Jharkhand,379.24,73,Medium,23-01-2022,9,Paneer,Amul,570.32,51.97,29639.5304,13,Refrigerated,18-01-2022,31-01-2022,99,53.36,5282.64,Chandigarh,Online,471,99.11,174.17
Delhi,811.04,47,Medium,01-07-2021,9,Paneer,Amul,919.34,35.73,32848.0182,9,Refrigerated,22-06-2021,01-07-2021,910,32.74,29793.4,Gujarat,Wholesale,9,75.34,199.25
Bihar,576.24,39,Small,10-04-2020,6,Curd,Mother Dairy,917.21,74.42,68258.7682,6,Refrigerated,20-03-2020,26-03-2020,193,76.74,14810.82,Uttar Pradesh,Online,724,62.84,132.84
Uttar Pradesh,666.33,68,Large,26-10-2019,2,Butter,Amul,950.33,24.94,23701.2302,25,Refrigerated,09-10-2019,03-11-2019,684,22.38,15307.92,Chandigarh,Retail,266,60.57,25.88
Chandigarh,430.74,30,Small,08-11-2021,10,Ghee,Raj,807.26,33.57,27099.7182,96,Ambient,21-10-2021,25-01-2022,56,33.01,1848.56,Delhi,Online,751,31.54,119.25
Jharkhand,30.1,11,Medium,17-09-2022,2,Butter,Warana,356.09,77.98,27767.8982,33,Refrigerated,13-09-2022,16-10-2022,93,77.14,7174.02,Bihar,Online,263,89.82,184.26
Uttar Pradesh,867.15,29,Medium,16-11-2022,8,Buttermilk,Raj,261.27,53.85,14069.3895,7,Refrigerated,14-11-2022,21-11-2022,182,52.2,9500.4,Kerala,Retail,79,34.91,37.4
Bihar,637.35,96,Medium,23-10-2019,6,Curd,Amul,78.89,54.64,4310.5496,7,Refrigerated,22-10-2019,29-10-2019,54,50.03,2701.62,Chandigarh,Online,24,44.06,55.81
Kerala,871.87,87,Large,28-12-2021,5,Ice Cream,Amul,506.13,83.43,42226.4259,26,Frozen,06-11-2021,02-12-2021,270,80.92,21848.4,Delhi,Online,236,54.44,84.51
Maharashtra,375.6,32,Small,13-08-2021,7,Lassi,Mother Dairy,551.57,80.52,44412.4164,13,Refrigerated,19-06-2021,02-07-2021,547,81.82,44755.54,Uttar Pradesh,Wholesale,4,98.96,65.94
Jharkhand,666.81,34,Medium,27-08-2022,9,Paneer,Mother Dairy,693.74,30.84,21394.9416,12,Refrigerated,10-07-2022,22-07-2022,288,31.47,9063.36,Jharkhand,Wholesale,405,31.59,49.94
Bihar,716.21,75,Small,13-03-2021,1,Milk,Raj,666.57,20.54,13691.3478,21,Tetra Pack,08-02-2021,01-03-2021,277,23.91,6623.07,Chandigarh,Online,389,79.72,188.82
Delhi,892.05,55,Medium,12-06-2022,3,Cheese,Amul,577.49,72.07,41619.7043,60,Refrigerated,03-05-2022,02-07-2022,381,69.22,26372.82,Telangana,Retail,196,19.88,66.08
Maharashtra,490.92,84,Medium,05-07-2022,10,Ghee,Sudha,354.79,73.2,25970.628,116,Ambient,22-05-2022,15-09-2022,282,72.42,20422.44,Delhi,Wholesale,72,26.01,145.78
Chandigarh,114.54,42,Small,03-04-2019,4,Yogurt,Dodla Dairy,564.67,86.36,48764.9012,21,Frozen,27-02-2019,20-03-2019,264,86.19,22754.16,Tamil Nadu,Retail,300,18.41,57.58
Chandigarh,683.63,28,Large,20-04-2022,4,Yogurt,Dodla Dairy,415.6,37.11,15422.916,21,Frozen,10-03-2022,31-03-2022,374,38.95,14567.3,Telangana,Retail,41,60.73,156.92
Kerala,651.51,47,Large,26-09-2019,1,Milk,Raj,882.8,29.93,26422.204,26,Tetra Pack,03-09-2019,29-09-2019,185,28.39,5252.15,Haryana,Wholesale,697,39.91,199.81
Kerala,303.26,71,Small,21-04-2019,9,Paneer,Raj,565.32,10.11,5715.3852,13,Refrigerated,20-02-2019,05-03-2019,536,5.61,3006.96,Telangana,Retail,29,17.61,32.98
Gujarat,736.44,24,Medium,15-05-2022,3,Cheese,Amul,690.15,92.54,63866.481,53,Refrigerated,25-04-2022,17-06-2022,151,91.63,13836.13,Madhya Pradesh,Online,539,24.03,55.06
Jharkhand,906.58,10,Small,05-07-2020,4,Yogurt,Amul,621.4,66.95,41602.73,28,Frozen,20-05-2020,17-06-2020,458,67.17,30763.86,Rajasthan,Retail,163,92.08,151.04
Madhya Pradesh,933.73,94,Large,06-10-2022,3,Cheese,Passion Cheese,719.67,87.43,62920.7481,85,Frozen,24-08-2022,17-11-2022,139,90.84,12626.76,Karnataka,Wholesale,580,16.02,162.05
Delhi,437.41,94,Medium,14-06-2021,8,Buttermilk,Mother Dairy,477.96,51.51,24619.7196,9,Refrigerated,31-05-2021,09-06-2021,386,50.8,19608.8,Haryana,Online,91,76.47,128.75
Tamil Nadu,378.06,67,Medium,25-09-2022,9,Paneer,Amul,333.76,38.82,12956.5632,11,Refrigerated,23-08-2022,03-09-2022,227,39.15,8887.05,Kerala,Online,106,98.16,87.22
Telangana,614.52,20,Medium,11-09-2022,9,Paneer,Mother Dairy,115.3,71.47,8240.491,12,Refrigerated,13-08-2022,25-08-2022,33,73.32,2419.56,Maharashtra,Retail,82,75.38,173.56
Delhi,981.27,11,Large,21-01-2019,10,Ghee,Raj,151.6,31.62,4793.592,89,Ambient,28-12-2018,27-03-2019,45,29.74,1338.3,West Bengal,Wholesale,106,68.73,74.58
Madhya Pradesh,647.38,36,Small,01-10-2021,1,Milk,Mother Dairy,620,57.68,35761.6,1,Polythene Packet,29-09-2021,30-09-2021,543,52.73,28632.39,Rajasthan,Wholesale,77,53.51,121.96
Delhi,358.82,62,Medium,15-06-2022,7,Lassi,Mother Dairy,244.68,84.59,20697.4812,16,Refrigerated,06-05-2022,22-05-2022,182,83.03,15111.46,West Bengal,Wholesale,62,25.27,146.6
Gujarat,12.64,49,Medium,13-02-2020,6,Curd,Sudha,895.12,62.46,55909.1952,6,Refrigerated,27-01-2020,02-02-2020,247,63.05,15573.35,Delhi,Online,648,14.21,23.35
Maharashtra,210.14,91,Small,17-12-2021,9,Paneer,Mother Dairy,76.35,96.27,7350.2145,7,Refrigerated,11-12-2021,18-12-2021,63,98.74,6220.62,Maharashtra,Wholesale,13,68.85,62.6
Karnataka,390.16,57,Medium,03-12-2020,2,Butter,Warana,457.21,33.37,15257.0977,36,Refrigerated,27-11-2020,02-01-2021,247,37.43,9245.21,Uttar Pradesh,Online,210,55.27,50.64
Telangana,34.76,94,Small,19-07-2021,2,Butter,Parag Milk Foods,11.1,24.65,273.615,34,Refrigerated,18-06-2021,22-07-2021,1,23.89,23.89,Jharkhand,Wholesale,10,31.4,171.39
Telangana,494.53,94,Medium,02-06-2020,5,Ice Cream,Amul,491.96,73.47,36144.3012,25,Frozen,25-05-2020,19-06-2020,222,74.92,16632.24,Madhya Pradesh,Retail,269,86.79,65.95
Tamil Nadu,100.89,49,Medium,12-08-2020,1,Milk,Amul,203.51,30.38,6182.6338,30,Tetra Pack,25-07-2020,24-08-2020,143,29.27,4185.61,Telangana,Online,60,96.05,130.52
Delhi,180.86,20,Large,11-06-2020,1,Milk,Amul,633.39,38.96,24676.8744,25,Tetra Pack,23-04-2020,18-05-2020,430,39.97,17187.1,Haryana,Retail,203,97.82,32.83
Delhi,13.87,56,Large,17-12-2021,4,Yogurt,Mother Dairy,913.34,92.82,84776.2188,28,Frozen,29-11-2021,27-12-2021,771,93.73,72265.83,Delhi,Wholesale,142,41.17,101.5
Karnataka,116.84,26,Medium,09-06-2020,5,Ice Cream,Mother Dairy,285.29,22.96,6550.2584,29,Frozen,27-04-2020,26-05-2020,185,19.33,3576.05,Telangana,Online,100,34,44.44
Telangana,544.54,55,Small,19-05-2020,8,Buttermilk,Raj,521.12,30.78,16040.0736,12,Refrigerated,02-04-2020,14-04-2020,254,31.4,7975.6,Tamil Nadu,Online,267,35.44,157.61
Delhi,961.61,58,Large,04-04-2022,7,Lassi,Raj,861.33,32.28,27803.7324,13,Refrigerated,12-02-2022,25-02-2022,794,29.78,23645.32,Telangana,Wholesale,67,94.12,119.51
Haryana,839.93,34,Large,14-09-2020,5,Ice Cream,Palle2patnam,690.18,71.14,49099.4052,25,Frozen,27-07-2020,21-08-2020,64,69.34,4437.76,Bihar,Retail,626,60.01,60.98
Delhi,163.09,38,Small,26-08-2020,6,Curd,Amul,82.66,18.67,1543.2622,6,Refrigerated,12-07-2020,18-07-2020,68,21.95,1492.6,West Bengal,Online,14,21.51,93.01
Chandigarh,400.38,68,Small,13-04-2019,10,Ghee,Amul,987.34,56.3,55587.242,76,Ambient,31-03-2019,15-06-2019,856,56.5,48364,Karnataka,Wholesale,131,79.38,84.51
Uttar Pradesh,531.31,63,Small,02-05-2022,10,Ghee,Amul,854.05,91.75,78359.0875,91,Ambient,10-04-2022,10-07-2022,623,95.95,59776.85,Delhi,Retail,231,33.84,159
Karnataka,520.79,91,Medium,05-10-2019,8,Buttermilk,Raj,914.47,45.64,41736.4108,13,Refrigerated,26-09-2019,09-10-2019,777,45.86,35633.22,Jharkhand,Wholesale,137,10.53,43.08
Chandigarh,21.11,50,Large,18-02-2020,6,Curd,Raj,708.13,63.49,44959.1737,5,Refrigerated,11-02-2020,16-02-2020,504,62.1,31298.4,Haryana,Retail,204,41.55,86.19
Chandigarh,637.77,10,Small,01-06-2019,4,Yogurt,Dodla Dairy,497.86,10.62,5287.2732,22,Frozen,12-05-2019,03-06-2019,491,7.89,3873.99,Telangana,Retail,6,22.64,23.27
Maharashtra,268.06,58,Medium,16-03-2021,9,Paneer,Raj,230.42,50.2,11567.084,12,Refrigerated,15-01-2021,27-01-2021,52,53.73,2793.96,Haryana,Retail,178,91.29,167.14
Delhi,453.78,80,Medium,02-07-2022,9,Paneer,Sudha,414.87,92.7,38458.449,12,Refrigerated,27-06-2022,09-07-2022,86,91.22,7844.92,Bihar,Retail,328,37.88,33.2
West Bengal,497.94,18,Small,04-11-2019,8,Buttermilk,Raj,174.1,93.37,16255.717,13,Refrigerated,02-10-2019,15-10-2019,31,90.94,2819.14,Delhi,Online,143,72.87,96.1
Kerala,70.99,34,Small,20-11-2021,8,Buttermilk,Mother Dairy,897.41,37.83,33949.0203,7,Refrigerated,26-09-2021,03-10-2021,706,41.67,29419.02,Madhya Pradesh,Retail,191,60.36,101.74
Chandigarh,280.34,41,Medium,28-03-2022,2,Butter,Amul,369.85,63.65,23540.9525,40,Refrigerated,16-02-2022,28-03-2022,283,59.45,16824.35,Chandigarh,Retail,86,74.36,35.84
Rajasthan,416.87,51,Medium,02-09-2020,8,Buttermilk,Mother Dairy,331.01,81.43,26954.1443,8,Refrigerated,27-08-2020,04-09-2020,68,82.6,5616.8,Gujarat,Online,263,61.18,187.3
Kerala,546.09,55,Medium,02-10-2022,9,Paneer,Mother Dairy,323.55,61.06,19755.963,14,Refrigerated,13-09-2022,27-09-2022,106,60.86,6451.16,Rajasthan,Online,217,22.57,33.28
Bihar,873.05,12,Medium,05-10-2020,6,Curd,Amul,782.49,49.48,38717.6052,5,Refrigerated,10-08-2020,15-08-2020,177,45.5,8053.5,Delhi,Wholesale,605,33.75,86.74
Maharashtra,81.58,89,Small,25-04-2022,5,Ice Cream,Palle2patnam,758.83,10.76,8165.0108,29,Frozen,21-03-2022,19-04-2022,241,14.3,3446.3,Delhi,Online,517,96.17,101.28
Haryana,305.6,55,Medium,05-04-2021,5,Ice Cream,Palle2patnam,286.69,71.46,20486.8674,25,Frozen,12-03-2021,06-04-2021,200,68.37,13674,Haryana,Retail,86,50.8,156.35
Chandigarh,422.25,42,Medium,28-01-2022,7,Lassi,Amul,923.96,40.94,37826.9224,12,Refrigerated,10-12-2021,22-12-2021,786,45.9,36077.4,Maharashtra,Retail,137,13.15,140.27
Gujarat,14.89,21,Medium,15-01-2021,4,Yogurt,Mother Dairy,884.04,46.42,41037.1368,26,Frozen,28-12-2020,23-01-2021,452,50.23,22703.96,Tamil Nadu,Retail,432,63.98,52.26
Maharashtra,96.3,99,Small,14-06-2020,4,Yogurt,Palle2patnam,519,96.05,49849.95,24,Frozen,09-05-2020,02-06-2020,86,99.5,8557,Kerala,Retail,433,82.64,67.77
West Bengal,490.84,32,Large,11-02-2022,1,Milk,Amul,776.87,59.5,46223.765,1,Polythene Packet,25-12-2021,26-12-2021,550,61.3,33715,Bihar,Online,226,47.63,89.88
Chandigarh,392.58,10,Large,13-02-2021,7,Lassi,Amul,64.22,63.7,4090.814,13,Refrigerated,02-01-2021,15-01-2021,46,59.17,2721.82,Jharkhand,Online,18,75.91,21.43
Bihar,468.46,13,Small,14-08-2022,3,Cheese,Amul,461.61,57.38,26487.1818,63,Frozen,29-06-2022,31-08-2022,371,55.56,20612.76,Madhya Pradesh,Wholesale,90,45.42,67.93
Chandigarh,412.12,16,Large,22-09-2022,2,Butter,Warana,717.33,50.82,36454.7106,35,Refrigerated,06-09-2022,11-10-2022,579,55.68,32238.72,Bihar,Wholesale,138,31.01,171.34
Kerala,883.5,84,Small,25-11-2021,2,Butter,Warana,946.41,77.07,72939.8187,30,Refrigerated,04-10-2021,03-11-2021,561,79.03,44335.83,Telangana,Retail,385,71.32,126.31
Haryana,228.45,47,Large,25-11-2020,7,Lassi,Mother Dairy,656.86,84.64,55596.6304,18,Refrigerated,07-10-2020,25-10-2020,429,84,36036,Telangana,Online,227,76.79,22.95
